codigo,descripcion
46520,Comercio al por mayor de componentes electrónicos y equipos de comunicaciones
46530,"Comercio al por mayor de maquinaria, equipo y suministros agrícolas"
46540,Comercio al por mayor de maquinaria y equipo para uso industrial
46550,Comercio al por mayor de maquinaria y equipo para uso médico y hospitalario
46590,Comercio al por mayor de otras maquinarias y equipos n.c.p.
466,Comercio al por mayor de otros productos especializados
46610,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos y de productos conexos"
46620,Comercio al por mayor de metales y minerales metalíferos
4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería y equipos y materiales de fontanería y calefacción"
46631,Comercio al por mayor de madera
46632,Comercio al por mayor de materiales de construcción
46633,"Comercio al por mayor de pinturas, barnices, papel de empapelar y revestimiento de pisos"
46634,Comercio al por mayor de vidrio
46635,Comercio al por mayor de artículos sanitarios
46636,Comercio al por mayor de artículos de ferretería y calefacción
4669,"Comercio al por mayor de desperdicios, desechos y otros productos n.c.p."
46691,Comercio al por mayor de productos químicos industriales
46692,Comercio al por mayor de fertilizantes y agroquímicos
46693,Comercio al por mayor de desechos y materiales para reciclar
46699,Comercio al por mayor de otros productos n.c.p.
469,Comercio al por mayor no especializada
46900,Comercio al por mayor no especializada
47,"COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS"
471,Comercio al por menor en comercios no especializados
4711,"Comercio al por menor en comercios no especializados con predominio de alimentos, bebidas y tabaco"
47111,Comercio al por menor en hipermercados y supermercados
47112,Comercio al por menor en mini mercados y depensas
47113,Comercio al por menor realizado por los free shops
47114,Comercio al por menor realizado por las cooperativas de consumo
47190,Comercio al por menor de otros productos en comercios no especializados
472,"Comercio al por menor de alimentos, bebidas y tabaco en comercios especializados"
4721,Comercio al por menor de alimentos
47211,Comercio al por menor de frutas y verduras
47212,Comercio al por menor de carnes y pescados
47213,"Comercio al por menor de productos de panadería, confitería y pastelería"
47218,Comercio al por menor de productos diversos (Zona Fronteriza)
47219,Comercio al por menor de otros alimentos n.c.p.
47220,Comercio al por menor de bebidas
47230,Comercio al por menor de tabaco
473,Comercio al por menor de combustible para vehículos automotores en comercios especializados
47300,Comercio al por menor de combustible para vehículos automotores en comercios especializados
474,Comercio al por menor de equipos de información y comunicaciones en comercios especializados
4741,Comercio al por menor de equipos de información y comunicaciones en comercios especializados
47411,Comercio al por menor de equipos informáticos y software
47412,Comercio al por menor de equipos de telecomunicaciones
47420,Comercio al por menor de equipos de audio y vídeo
475,Comercio al por menor de otros artículos y equipos de uso doméstico en comercios especializados
4751,Comercio al por menor de productos textiles excepto prendas de vestir
47511,Comercio al por menor de tela en almacenes especializados
47512,Comercio al por menor de hilos y artículos de mercería en almacenes especializados
4752,"Comercio al por menor de artículos de ferretería, pinturas, productos de vidrio y otros materiales para la construcción"
47521,Comercio al por menor de artículos de ferretería
47522,Comercio al por menor de pinturas y revestimientos similares
47523,"Comercio al por menor de otros materiales de construcción tales como ladrillos, madera, equipo sanitario"
47524,Comercio al por menor de vidrio
47529,Comercio al por menor de otros artículos n.c.p.
47530,"Comercio al por menor de alfombras, cubiertas de pared y piso en almacenes especializados"
4759,"Comercio al por menor de electrodomésticos, muebles, equipo de iluminación y artículos para el hogar n.c.p."
47591,Comercio al por menor de electrodomésticos y accesorios
47592,Comercio al por menor de muebles y accesorios para el hogar
47593,Comercio al por menor de cristalería y menage
47594,Comercio al por menor de instrumentos musicales y partituras
47595,Comercio al por menor de sistemas de seguridad
47599,Comercio al por menor de otros artículos y equipos de uso doméstico n.c.p.
476,Comercio al por menor de bienes culturales y recreativos en comercios especializados
47610,"Comercio al por menor de libros, periódicos y artículos de papelería"
47620,"Comercio al por menor de grabaciones de audio y video; cintas y discos vírgenes, en comercios especializados"
4763,Comercio al por menor de artículos deportivos
47631,Comercio al por menor de bicicletas
47639,Comercio al por menor de otros artículos deportivos n.c.p.
47640,Comercio al por menor de juegos y juguetes
477,Comercio al por menor de otros artículos en comercios especializados
4771,"Comercio al por menor de prendas de vestir, calzado y artículos de cuero"
47711,Comercio al por menor de prendas de vestir
47712,Comercio al por menor de calzado
47713,"Comercio al por menor de accesorios de cuero, pieles y materiales similares"
4772,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en almacenes especializados"
47721,Comercio al por menor de productos farmacéuticos de uso humano
47722,Comercio al por menor de productos farmacéuticos de uso veterinario
47723,Comercio al por menor de cosméticos y artículos de tocador
47724,Comercio al por menor de productos médicos y ortopédicos
4773,Comercio al por menor de otros artículos nuevos n.c.p. en comercios especializados
47731,"Comercio al por menor de equipo fotográfico, óptico y de precisión"
47732,Comercio al por menor de relojes y joyas
47733,"Comercio al por menor de flores, plantas, semillas, fertilizantes y artículos para jardín"
47734,"Comercio al por menor de artesanías, fantasías y souvenirs"
47735,"Comercio al por menor de combustibles de uso doméstico, gas envasado, leña y carbón"
47736,Comercio al por menor de objetos de galerías de arte comerciales
47739,Otros comercios al por menor de productos nuevos n.c.p. en almacenes especializados
4774,Comercio al por menor de artículos de segunda mano
47741,Comercio al por menor de prendas de vestir usada
47742,Comercio al por menor de antiguedades
47749,Comercio al por menor de otras mercancías de segunda mano n.c.p
478,Comercio al por menor en puestos y mercados
47810,"Comercio al por menor de alimentos, bebidas y tabaco en puestos de venta y mercados"
47820,"Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercados"
47890,Comercio al por menor de otros artículos en puestos de venta y mercados
479,"Comercio al por menor no realizado en comercios, puestos de venta y mercados"
47910,Comercio al por menor a través de empresas de comercio por correo o Internet
47990,"Otros tipos de comercio al por menor no realizada en almacenes, puestos y mercados"
H,TRANSPORTE Y ALMACENAMIENTO
49,TRANSPORTE TERRESTRE Y POR TUBERÍAS
491,Transporte por vía férrea
49110,"Transporte de pasajeros por vía férrea, incluso subterráneos"
49120,Transporte de carga por vía férrea
492,Otros tipos de transporte por vía terrestre
49210,Transporte urbano o suburbano de pasajeros por vía terrestre
4922,Otros tipos de transporte de pasajeros por vía terrestre
49221,Transporte en taxímetros y remises
49222,Transporte en buses escolares
49223,Transporte buses de media y larga distancia regulares
49229,Otros tipos de transporte de pasajeros por vía terrestre n.c.p.
4923,Transporte de carga por carretera
49231,Transporte terrestre local de carga
49232,Transporte terrestre de carga interdepartamental e internacional
49239,Otros tipos de transporte terrestre por carreteras n.c.p.
493,Transporte por tuberías
49300,Transporte por tuberías
50,TRANSPORTE POR VÍA ACUÁTICA
501,Transporte marítimo y de cabotaje
50110,Transporte de pasajeros marítimo y de cabotaje
50120,Transporte de carga marítimo y de cabotaje
502,Transporte por vías fluviales de navegación
50210,Transporte de pasajeros por vías fluviales
50220,Transporte de carga por vías fluviales
51,TRANSPORTE AÉREO
511,Transporte aéreo de pasajeros
51100,Transporte aéreo de pasajeros
512,Transporte aéreo de carga
51200,Transporte aéreo de carga
52,ALMACENAMIENTO Y ACTIVIDADES AUXILIARES AL TRANSPORTE
521,Depósito y almacenamiento
52100,Depósito y almacenamiento
522,Actividades auxiliares al transporte
52210,Actividades auxiliares al transporte terrestre
52220,Actividades auxiliares al transporte acuático
52230,Actividades auxiliares al transporte aéreo
52240,Manipulación de la carga
5229,Otras actividades auxiliares al transporte n.c.p.
52291,Actividades de los agentes de transporte aéreo
52292,Actividades de los agentes de transporte terrestre
52293,Actividades de los despachantes de Aduana
52294,Otras actividades de los agentes de transporte marítimo y fluvial
52299,Operación de manipulación de productos y otras actividades complementarias al transporte n.c.p.
53,CORREO Y SERVICIOS DE MENSAJERÍA
531,Correo
53100,Correo
532,Servicios de mensajería
53200,Servicios de mensajería
I,ALOJAMIENTO Y SERVICIOS DE COMIDAS
55,ALOJAMIENTO
551,"Alojamiento en hoteles, pensiones y otras residencias de alojamiento temporal"
5510,"Alojamiento en hoteles, pensiones y otras residencias de alojamiento temporal"
55101,Actividades de alojamiento en hoteles
55102,Actividades de alojamiento en casas de huéspedes y moteles
55109,Otros alojamientos de corto plazo n.c.p.
552,"Parques de caravanas, parques de remolques, campamentos de recreo y camping"
55200,"Parques de caravanas, parques de remolques, campamentos de recreo y camping"
559,Otros tipos de alojamiento
5590,Otros tipos de alojamiento
55901,Actividades de alojamiento en pensiones familiares sin servicios
55909,Otras actividades de alojamientos n.c.p.
56,SERVICIOS DE COMIDAS Y BEBIDAS
561,"Restaurantes, bares y similares"
5610,"Restaurantes, bares y similares"
56101,Restaurantes y parrilladas
56102,Rotiserías
56103,Heladerías que no elaboran el producto
56109,Otros servicios de suministro de alimento para consumo inmediato n.c.p.
562,Abastecimiento de eventos y otros servicios de comida
56210,Abastecimiento de eventos
56290,Otros servicios de comida n.c.p.
563,Actividades vinculadas al servicio de bebidas
56300,Actividades vinculadas al servicio de bebidas
J,INFORMACIÓN Y COMUNICACIÓN
58,EDICIÓN
581,"Edición de libros, periódicos y otras publicaciones, incluso integrada a la impresión"
58110,"Edición de libros, incluso integrada a la impresión"
58120,"Publicación de directorios y listas de direcciones, incluso integrada a la impresión"
58130,"Edición de periódicos, diarios y revistas, incluso integrada a la impresión"
58190,"Otras actividades de edición n.c.p., incluso integrada a la impresión"
582,Edición de software
58200,Edición de software
59,ACTIVIDADES CINEMATOGRÁFICAS; PRODUCCIÓN DE VÍDEOS Y PROGRAMAS DE TELEVISIÓN; GRABACIÓN SONORA Y DE EDICIÓN DE MÚSICA
591,"Actividades cinematográficas, de vídeo y de programas de televisión"
59110,"Actividades de producción y post producción de películas, vídeos y programas de televisión"
59120,"Actividades de distribución de películas, vídeos y programas de televisión"
59130,Actividades de proyección de películas
592,Actividades de grabación sonora y edición de música
59200,Actividades de grabación sonora y edición de música
60,ACTIVIDADES DE PROGRAMACIÓN Y DIFUSIÓN DE RADIO Y TELEVISIÓN
601,Actividades programación y difusión de radio
60100,Actividades programación y difusión de radio
602,Actividades programación y difusión de televisión
6020,Actividades programación y difusión de televisión
60201,Actividades de televisión abierta
60202,Programadoras y actividades relacionadas con la televisión por suscripción
61,TELECOMUNICACIONES
610,Telecomunicaciones
61001,Telecomunicaciones
61002,Otros servicios relacionados con las telecomunicaciones n.c.p.
62,ACTIVIDADES DE PROGRAMACIÓN Y CONSULTORÍAS INFORMÁTICAS Y OTRAS ACTIVIDADES CONEXAS
620,Actividades de programación y consultoría informáticas y otras actividades conexas
62010,Actividades de programación informática
62020,Actividades de consultoría y gestión de servicios informáticos
62090,Otras actividades de tecnología de la información y servicios informáticos
63,ACTIVIDADES DE SERVICIOS DE INFORMACIÓN
631,"Procesamiento de datos, hospedaje y servicios conexos; portales Web"
63110,"Procesamiento de datos, hospedaje y servicios conexos"
63120,Portales Web
639,Otras actividades de servicios de información n.c.p.
63910,Actividades de agencias de noticias
63990,Otras actividades de servicios de información n.c.p.
K,ACTIVIDADES FINANCIERAS Y DE SEGUROS
64,"INTERMEDIACIÓN FINANCIERA Y OTROS SERVICIOS FINANCIEROS, EXCEPTO LOS DE SEGUROS Y ADMINISTRACIÓN DE FONDOS DE JUBILACIONES Y PENSIONES"
641,Intermediación monetaria
64110,Banca central
64190,Otros tipos de intermediación monetaria
642,Actividades de sociedades de cartera
64200,Actividades de sociedades de cartera
643,"Inversión colectiva, fondos y otros instrumentos financieros similares"
64300,"Inversión colectiva, fondos y otros instrumentos financieros similares"
649,"Otros servicios financieros, excepto la financiación de planes de seguros y de pensiones"
6491,Otros tipos de créditos
64911,Otorgamiento de crédito sin aval bancario
64912,Actividad de las casas de empeño
64913,Actividad de los prestamistas
64914,Actividad de los círculos de ahorro
64990,"Otras actividades de servicios financieros, excepto la financiación de planes de seguros y de pensiones"
65,"SEGUROS, REASEGUROS Y FONDOS DE PENSIONES, EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA"
651,Planes de seguros
65110,Seguros de vida
6512,Seguros generales
65126,Seguros médicos y odontológicos
65127,Seguros patrimoniales
65128,Seguros de sepelio
65129,Otros seguros generales n.c.p.
652,Planes de reaseguros
65200,Planes de reaseguros
653,Fondos de pensiones
65300,Fondos de pensiones
66,ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS Y A LOS SEGUROS
661,"Actividades auxiliares de la intermediación financiera, excepto la financiación de planes de seguros y de pensiones"
66100,"Actividades auxiliares de la intermediación financiera, excepto la financiación de planes de seguros y de pensiones"
662,Actividades auxiliares de seguros y de pensiones
66210,Evaluación de riesgos y daños
66220,Actividades de los agentes y corredores de seguro
66290,Otras actividades auxiliares de seguros y fondos de pensiones n.c.p
663,Actividades de administración de fondos
66300,Actividades de administración de fondos
L,ACTIVIDADES INMOBILIARIAS
68,ACTIVIDADES INMOBILIARIAS
681,Actividades inmobiliarias realizadas con bienes propios o arrendados
68100,Actividades inmobiliarias realizadas con bienes propios o arrendados
682,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata
6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata
68201,"Intermediación en la compra, venta y arrendamiento de inmuebles"
68202,Avalúos de inmuebles
68203,Arrendamiento de inmuebles rurales
68209,Otras actividades inmobiliarias realizadas a cambio de una retribución o por contrata n.c.p
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS"
69,ACTIVIDADES JURÍDICAS Y DE CONTABILIDAD
691,Actividades jurídicas y notariales
6910,Actividades de servicios jurídicos y notariales
69107,Actividades Jurídicas (Abogado)
69108,Actividades Notariales
69109,Otras actividades jurídicas y notariales n.c.p.
692,"Actividades de contabilidad, teneduría de libros, auditoria y asesoria fiscal"
6920,"Actividades de contabilidad, teneduría de libros, auditoria y asesoria fiscal"
69201,"Actividades de contabilidad, teneduría de libros (Contador)"
69202,Servicios de auditoria y asesoramiento en materia de impuestos (Auditor-Asesor Impositivo)
69207,Servicios de Auditoria Externa Impositiva (Art. 33o LEY 2421/04)
69208,Otros Servicios Autorizados
69209,"Actividades de contabilidad, teneduría de libros, auditoria y asesoria fiscal n.c.p."
70,ACTIVIDADES DE LAS OFICINAS CENTRALES Y CONSULTORÍA DE GESTIÓN EMPRESARIAL
701,Actividades de las oficinas centrales
70100,Actividades de las oficinas centrales
702,Actividades de servicios de consultoría en gestión empresarial
7020,Actividades de servicios de consultoría en gestión empresarial
70201,"Servicios de contabilidad, administración y asesoramiento de empresas, excepto los prestados por profesionales independientes"
70209,Otras actividades de administración y consultoría de administración de empresas n.c.p.
71,SERVICIOS DE ARQUITECTURA E INGENIERÍA; ENSAYOS Y ANÁLISIS TÉCNICOS
711,Actividades de servicios de arquitectura e ingeniería y actividades conexas de asesoramiento técnico
7110,Actividades de servicios de arquitectura e ingeniería y actividades conexas de asesoramiento técnico
71101,Actividades de servicios de arquitectura
71102,Actividades de servicios de diseño de paisajes
71103,Actividades de servicios de ingeniería
71109,Otras actividades de servicios de arquitectura e ingeniería n.c.p
712,Ensayos y análisis técnicos
71200,Ensayos y análisis técnicos
72,INVESTIGACIÓN Y DESARROLLO
721,Investigación y desarrollo experimental en ciencias naturales e ingeniería
72100,Investigación y desarrollo experimental en ciencias naturales e ingeniería
722,Investigación y desarrollo experimental en ciencias sociales y las humanidades
72200,Investigación y desarrollo experimental en ciencias sociales y las humanidades
73,PUBLICIDAD E INVESTIGACIÓN DE MERCADOS
731,Actividades publicitarias
73100,Actividades publicitarias
732,Investigación de mercados y encuestas de opinión pública
73200,Investigación de mercados y encuestas de opinión pública
74,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS"
741,Actividades de diseño especializado
74100,Actividades de diseño especializado
742,Actividades de fotografía
74200,Actividades de fotografía
749,"Otras actividades profesionales, científicas y técnicas n.c.p."
7490,"Otras actividades profesionales, científicas y técnicas n.c.p."
74901,Actividades de traducción e interpretación
74902,Actividades de consultoría en agronomía
74903,Actividades de servicios de consultoría ambiental
74904,Actividades de meteorología
74909,"Otras actividades profesionales, científicas y técnicas n.c.p."
75,ACTIVIDADES VETERINARIAS
750,Actividades veterinarias
75000,Actividades veterinarias
N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO
77,"ACTIVIDADES DE ALQUILER Y ARRENDAMIENTO, EXCEPTO INMUEBLES, Y GESTIÓN DE LOS ACTIVOS INTANGIBLES NO FINANCIEROS"
771,Actividades de alquiler y arrendamiento de vehículos automotores sin conductor
77100,Actividades de alquiler y arrendamiento de vehículos automotores sin conductor
772,Alquiler y arrendamiento de efectos personales y enseres domésticos
77210,Alquiler de cintas de vídeo y discos
77290,Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.
773,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes materiales n.c.p. sin operario"
7730,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes materiales n.c.p. sin operario"
77301,Alquiler y arrendamiento de maquinaria agropecuaria sin operario
77302,Alquiler y arrendamiento de maquinaria para la construcción sin operario
77309,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes materiales n.c.p. sin operario"
774,Arrendamiento de activos intangibles no financieros
77400,Arrendamiento de activos intangibles no financieros
78,ACTIVIDADES RELACIONADAS CON EL SUMINISTRO DE EMPLEO
780,Actividades relacionadas con el suministro de empleo
78000,Actividades relacionadas con el suministro de empleo
79,"AGENCIAS DE VIAJES, OPERADORES TURÍSTICOS Y ACTIVIDADES CONEXAS"
791,Actividades de las agencias de viajes y operadores turísticos
79110,Actividades de las agencias de viajes
79120,Actividades de los operadores turísticos
799,Otros servicios de turismo n.c.p.
79900,Otros servicios de turismo n.c.p.
80,ACTIVIDADES DE INVESTIGACIÓN Y SEGURIDAD
800,Actividades de investigación y seguridad
80000,Actividades de investigación y seguridad
81,SERVICIOS DE APOYO A EDIFICIOS Y ACTIVIDADES DE LIMPIEZA EN GENERAL; SERVICIOS DE PAISAJISMO Y JARDINERÍA
811,Actividades de servicios de mantenimiento a edifícios e instalaciones
81100,Actividades de servicios de mantenimiento a edifícios e instalaciones
812,Actividades de limpieza
81210,Limpieza general de edificios
81290,Otras actividades de limpieza de edificios e industrial
813,Servicios de paisajismo y jardinería
81300,Servicios de paisajismo y jardinería
82,ACTIVIDADES ADMINISTRATIVAS DE OFICINAS Y OTRAS ACTIVIDADES AUXILIARES DE LAS EMPRESAS
821,Servicios de apoyo a la administración de oficinas y empresas
82110,Servicios de administración de oficinas
82190,"Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo administrativo"
822,Actividades de las centrales de llamadas
82200,Actividades de las centrales de llamadas
823,Organización de convenciones y ferias de negocios
82300,Organización de convenciones y ferias de negocios
829,Actividades de servicios de apoyo a empresas n.c.p.
82910,Actividades de agencias de cobro y oficinas de crédito
82920,Actividades de envase y empaque
8299,Otras actividades de servicios de apoyo a empresas n.c.p.
82997,Actividades de Usuario Zona Franca
82998,Actividades de Concesionario Zona Franca
82999,Otras actividades de servicios de apoyo a empresas n.c.p.
O,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURO SOCIAL OBLIGATORIO
84,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURO SOCIAL OBLIGATORIO
841,Actividades de la administración pública en general
84110,Actividades de la administración pública en general
84120,"Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social"
84130,Regulación y facilitación de la actividad económica
842,Prestación de servicios a la comunidad en general
84210,Relaciones exteriores
84220,Actividades de defensa
84230,Actividades de mantenimiento del orden público y de seguridad
843,Actividades de planes de seguro social obligatorio
84300,Actividades de planes de seguro social obligatorio
P,ENSEÑANZA
85,ENSEÑANZA
851,"Enseñanza inicial, primaria"
8510,"Enseñanza inicial, primaria"
85101,Guarderías y jardines maternales
85102,"Enseñanza prescolar, primaria"
852,Enseñanza secundaria
85210,Enseñanza secundaria de formación general
85220,Enseñanza secundaria de formación técnica y profesional
853,Enseñanza superior
85300,Enseñanza superior
854,Otros tipos de enseñanza
85410,Educación deportiva y recreativa
85420,Educación cultural
85490,Otros tipos de enseñanza n.c.p.
855,Servicios de apoyo a la enseñanza
85500,Servicios de apoyo a la enseñanza
Q,SALUD HUMANA Y SERVICIOS SOCIALES
86,ACTIVIDADES DE ATENCIÓN A LA SALUD HUMANA
861,Actividades de hospitales
86100,Actividades de hospitales
862,Actividades de médicos y odontólogos
86200,Actividades de médicos y odontólogos
869,Otras actividades relacionadas con la salud humana
8690,Otras actividades relacionadas con la salud humana
86901,Actividades de laboratorios de análisis clínicos y centros de diagnósticos
86909,Otras actividades relacionadas con la salud humana
87,ASISTENCIA SOCIAL RELACIONADA CON LA ATENCIÓN A LA SALUD
870,Asistencia social relacionada con la atención a la salud
87000,Asistencia social relacionada con la atenciõn a la salud
88,SERVICIOS SOCIALES SIN ALOJAMIENTO
880,Servicios sociales sin alojamiento
88000,Servicios sociales sin alojamiento
R,"ARTE, ENTRETENIMIENTO Y RECREACIÓN"
90,ACTIVIDADES ARTÍSTICAS Y DE ESPECTÁCULOS
900,Actividades artísticas y de espectáculos
90000,Actividades artísticas y de espectáculos
91,"ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y OTRAS ACTIVIDADES CULTURALES"
910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales"
91010,Actividades de bibliotecas y archivos
91020,Actividades de museos y preservación de lugares y edificios históricos
91030,Actividades de jardines botánicos y zoológicos y de reservas naturales
92,ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS
920,Actividades de juegos de azar y apuestas
92000,Actividades de juegos de azar y apuestas
93,ACTIVIDADES DEPORTIVAS Y DE ENTRETENIMIENTO
931,Actividades deportivas y de entretenimiento
93110,Administración de instalaciones deportivas
93120,Actividades de clubes deportivos
93190,Actividades deportivas
932,Otras actividades de diversión y entretenimiento
93210,Actividades de parques de atracciones y parques temáticos
93290,Otras actividades de diversión y entretenimiento n.c.p.
S,OTRAS ACTIVIDADES DE SERVICIOS
94,ACTIVIDADES DE ASOCIACIONES
941,"Actividades de organizaciones empresariales, profesionales y de empleadores"
94110,Actividades de organizaciones empresariales y de empleadores
94120,Actividades de organizaciones profesionales
942,Actividades de sindicatos
94200,Actividades de sindicatos
949,Actividades de otras asociaciones n.c.p.
94910,Actividades de organizaciones religiosas
94920,Actividades de organizaciones políticas
9499,Actividades de otras asociaciones n.c.p.
94991,Actividades de las comisiones de fomento escolares
94999,"Actividades de las sociedades literarias, cívicas y sociales y otras organizaciones n.c.p."
95,REPARACIÓN DE EQUIPOS INFORMÁTICOS Y DE COMUNICACIÓN; EFECTOS DE USO PERSONAL Y DOMÉSTICO
951,Reparación de equipos informáticos y de comunicaciones
95110,Reparación de equipos informáticos y periféricos
95120,Reparación de equipos de comunicaciones
952,Reparación de efectos de uso personal y doméstico
95210,Reparación de aparatos eléctricos de consumo
95220,Reparación de aparatos domésticos y equipamiento de hogar y jardín
95230,Reparación de calzado y artículos de cuero
95240,Reparación de muebles y accesorios para el hogar
9529,Reparación de efectos de uso personal y doméstico n.c.p.
95291,Reparación de bicicletas y similares
95292,"Reparación de relojes, joyas y cronómetros"
95293,Reparación y modificación de ropa
95299,Reparación de otros bienes personales y domésticos n.c.p.
96,OTRAS ACTIVIDADES DE SERVICIOS PERSONALES
960,Otras actividades de servicios personales
9601,"Lavado y limpieza de prendas de tela y de piel, incluso la limpieza en seco"
96011,Servicios de lavaderías de ropa
96012,Servicios de tintorerías y limpieza a seco
96019,Otros servicios de limpieza de prendas y de otros artículos n.c.p.
96020,Peluquería y otros tratamientos de belleza
96030,Pompas fúnebres y actividades conexas
9609,Otras actividades de servicios personales n.c.p.
96091,Servicios de baños de vapor y de sol (solarios)
96092,Servicios de agencias matrimoniales y similares
96093,"Actividades de quiromancia, astrología, espiritismo, tarot, etc."
96094,Servicios de masajes reductores y de adelgazamiento
96095,Actividades de prostíbulos y similares
96098,Servicios personales para el sector público
96099,Otras actividades de servicios personales n.c.p.
T,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO
97,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO
970,Actividades de los hogares como empleadores de personal domestico
97000,Actividades de los hogares como empleadores de personal doméstico
U,ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES
99,ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES
990,Actividades de organizaciones y organismos extraterritoriales
99000,Actividades de organizaciones y organismos extraterritoriales
99999,Sin código equivalent
